Unnamed: 0,customer_id,age,gender,region,income,signup_date,ticket_count,complaint_count,avg_resolution_time,satisfaction_score,open_rate,click_rate,purchase_rate,unsubscribed,churn,ltv
57,CUST00057,43.0,Female,West,23446.44,2023-02-14,1,1,2.22,4.06,0.21,0.09,0.06,0,0,8975.24
58,CUST00058,70.0,Male,South,29238.66,2024-08-29,2,0,1.57,4.66,0.26,0.05,0.04,0,0,9322.81
59,CUST00059,19.0,Female,South,35610.36,2021-10-27,2,1,2.21,4.08,0.24,0.07,0.03,0,0,8300.13
60,CUST00060,37.0,Male,South,7900.81,2025-01-31,4,2,2.31,3.1,0.08,0.04,0.02,0,1,8499.74
61,CUST00061,45.0,Female,West,13231.98,2021-08-30,1,0,2.21,3.81,0.26,0.08,0.04,0,0,8160.91
62,CUST00062,64.0,Male,North,23185.47,2022-09-14,2,1,2.18,3.77,0.33,0.2,0.08,0,0,10095.26
63,CUST00063,24.0,Male,South,47952.8,2024-06-14,1,0,1.86,3.91,0.32,0.17,0.1,0,0,8394.51
64,CUST00064,61.0,Female,East,30178.36,2025-04-21,0,0,1.66,4.35,0.55,0.22,0.1,0,0,8870.93
65,CUST00065,25.0,Male,North,25973.96,2023-05-12,1,1,1.57,4.16,0.17,0.09,0.04,0,0,9823.93
66,CUST00066,64.0,Male,East,19652.19,2023-10-22,0,0,2.49,4.53,0.48,0.16,0.13,0,0,9458.13
67,CUST00067,52.0,Male,North,27266.03,2023-09-25,2,1,1.98,4.21,0.24,0.08,0.04,0,0,9280.79
68,CUST00068,,Female,South,16346.67,2020-09-14,3,0,2.18,3.6,0.39,0.19,0.14,0,0,7773.53
69,CUST00069,34.0,Female,Central,14914.44,2022-03-05,2,1,3.34,3.23,0.39,0.2,0.12,1,1,6721.77
70,CUST00070,53.0,Male,South,15576.7,2020-11-08,1,0,2.0,4.41,0.47,0.18,0.1,0,0,7783.89
71,CUST00071,67.0,Female,West,43055.31,2021-01-11,2,2,3.65,3.93,0.38,0.08,0.05,0,0,12553.32
72,CUST00072,57.0,Female,West,14470.6,2022-06-02,0,0,2.43,3.14,0.27,0.15,0.1,0,0,8898.36
73,CUST00073,21.0,Male,North,18044.78,2022-10-04,0,0,2.69,3.92,0.21,0.12,0.04,0,0,9339.05
74,CUST00074,19.0,Female,West,27875.56,2025-03-29,1,0,2.88,,0.23,0.08,0.04,0,0,9611.4
75,CUST00075,23.0,Female,South,14184.54,2022-08-27,2,0,4.29,3.3,0.37,0.1,0.06,0,0,8444.38
76,CUST00076,71.0,Female,East,24663.56,2025-07-17,1,0,2.78,4.01,0.36,0.1,0.05,0,0,8626.1
77,CUST00077,59.0,Male,South,24659.12,2024-03-05,0,0,1.87,4.44,0.27,0.08,0.04,0,0,8138.15
78,CUST00078,21.0,Female,North,16119.31,2021-08-28,2,2,3.26,3.5,0.07,0.03,0.01,0,0,7486.91
79,CUST00079,71.0,Female,West,19353.14,2025-05-05,1,0,2.13,4.33,0.32,0.09,0.07,0,0,8798.46
80,CUST00080,46.0,Male,East,13742.0,2021-11-24,3,0,2.95,,0.34,0.19,0.08,0,0,6686.38
81,CUST00081,35.0,Male,Central,43975.28,2024-01-07,0,0,1.97,3.73,0.35,0.08,0.05,0,0,8124.37
82,CUST00082,43.0,Male,East,25054.2,2023-07-20,2,2,3.36,3.55,0.64,0.33,0.16,0,0,6508.67
83,CUST00083,61.0,Male,East,13038.72,2024-01-31,1,0,2.42,3.96,0.46,0.23,0.09,0,0,6885.63
84,CUST00084,51.0,Female,South,23462.51,2023-05-05,1,0,4.13,3.86,0.26,0.11,0.04,0,0,9508.82
85,CUST00085,27.0,Male,Central,23999.71,2021-11-09,0,0,1.83,4.38,0.37,0.2,0.13,0,0,11071.73
86,CUST00086,53.0,Male,North,7175.16,2023-01-10,1,0,1.52,4.01,0.5,0.29,0.19,0,0,5860.72
87,CUST00087,31.0,Female,North,43054.5,2021-04-13,0,0,0.79,3.49,0.44,0.12,0.07,0,0,8143.56
88,CUST00088,48.0,Male,East,13429.32,2025-03-21,1,0,2.72,3.87,0.05,0.02,0.01,0,0,9591.62
89,CUST00089,65.0,Other,East,62636.74,2025-07-26,3,2,3.21,4.02,0.71,0.39,0.25,0,0,9156.37
90,CUST00090,32.0,Male,West,32782.34,2024-02-08,0,0,3.48,3.32,0.3,0.12,0.09,0,0,8295.78
91,CUST00091,25.0,Male,Central,12538.83,2022-04-13,0,0,2.63,4.48,0.27,0.06,0.04,0,0,8245.82
92,CUST00092,31.0,Male,East,18823.75,2021-06-05,2,1,2.57,4.55,0.18,0.09,0.05,0,0,9097.43
93,CUST00093,40.0,Male,West,34937.26,2023-07-17,1,0,3.11,4.1,0.42,0.15,0.05,0,0,6640.49
94,CUST00094,74.0,Male,Central,19557.69,2021-11-24,1,0,2.27,3.77,0.34,0.18,0.08,0,0,7840.75
95,CUST00095,57.0,Female,North,39700.48,2023-11-14,0,0,2.3,4.45,0.51,0.18,0.09,0,0,10654.6
96,CUST00096,38.0,Other,West,18250.83,2023-09-22,2,1,1.65,3.88,0.28,0.08,0.04,0,0,9795.11
97,CUST00097,33.0,Male,Central,,2023-06-28,3,1,1.14,3.54,0.17,0.04,0.01,0,0,8750.48
98,CUST00098,,Female,West,35421.53,2023-09-19,0,0,2.18,4.3,0.21,0.05,0.03,0,0,10997.69
99,CUST00099,35.0,Female,East,29783.07,2022-09-15,1,0,2.25,4.21,0.28,0.16,0.06,0,0,7641.49
100,CUST00100,64.0,Female,South,13868.65,2022-01-07,1,0,2.67,2.97,0.3,0.14,0.1,1,0,10603.28
101,CUST00101,70.0,Male,North,27365.16,2025-03-14,1,1,3.16,4.2,0.37,0.09,0.03,0,0,6808.51
102,CUST00102,41.0,Male,East,23950.01,2023-05-15,0,0,2.4,4.72,0.24,0.07,0.05,0,0,9795.16
103,CUST00103,43.0,Male,East,13962.54,2022-05-28,2,1,2.81,2.85,0.35,0.19,0.14,0,0,7226.13
104,CUST00104,42.0,Female,Central,10990.22,2021-09-21,4,1,3.76,3.68,0.56,0.18,0.07,0,0,8230.8
105,CUST00105,62.0,Female,West,8385.91,2024-08-12,1,0,3.02,3.24,0.65,0.31,0.24,0,0,9080.34
106,CUST00106,58.0,Male,North,19011.28,2024-05-04,2,1,1.92,3.04,0.22,0.11,0.04,0,0,8030.6
107,CUST00107,46.0,Male,East,21439.64,2022-08-26,6,1,2.7,3.88,0.37,0.08,0.04,0,0,7825.86
108,CUST00108,32.0,Female,Central,28347.36,2023-01-02,2,1,2.13,2.67,0.39,0.12,0.09,0,0,8503.2
109,CUST00109,62.0,Female,North,33197.81,2021-03-13,3,2,2.43,3.84,0.22,0.07,0.02,0,0,8547.96
110,CUST00110,18.0,Other,West,17909.21,2024-05-03,1,1,0.81,3.63,0.17,0.06,0.03,0,0,8407.49
111,CUST00111,42.0,Female,East,21130.32,2025-04-18,0,0,4.24,3.68,0.79,0.29,0.11,0,0,8635.06
112,CUST00112,24.0,Male,East,15072.68,2023-01-06,1,0,4.02,3.59,0.16,0.08,0.04,0,0,8850.43
113,CUST00113,26.0,Female,East,23008.51,2023-01-25,0,0,2.91,4.75,0.15,0.07,0.05,0,0,7640.77
114,CUST00114,41.0,Female,North,35748.17,2022-10-25,1,1,1.51,2.89,0.58,0.12,0.06,0,0,9497.7
115,CUST00115,18.0,Male,North,23169.02,2021-02-04,1,0,2.76,4.94,0.14,0.03,0.01,0,0,6637.26
116,CUST00116,61.0,Female,North,39405.58,2024-01-06,0,0,0.5,4.74,0.29,0.17,0.08,1,0,8162.97
117,CUST00117,25.0,Female,North,35450.44,2024-07-18,0,0,2.99,4.26,0.51,0.18,0.14,0,0,7211.34
118,CUST00118,41.0,Male,Central,45654.11,2022-02-20,3,0,1.46,4.38,0.17,0.1,0.06,0,0,8360.78
119,CUST00119,28.0,Female,South,23496.72,2025-07-24,0,0,1.25,3.16,0.39,0.14,0.05,0,0,8682.31
120,CUST00120,68.0,Female,Central,16878.31,2025-04-20,1,0,2.89,4.2,0.07,0.02,0.01,0,0,8561.78
121,CUST00121,34.0,Female,East,30049.96,2023-07-24,1,0,5.02,3.89,0.38,0.18,0.11,0,0,9380.27
122,CUST00122,25.0,Male,Central,18279.74,2021-11-11,2,0,1.28,4.2,0.12,0.06,0.05,0,0,6701.74
123,CUST00123,52.0,Male,West,29582.13,2022-08-02,1,0,4.12,3.67,0.3,0.08,0.04,0,0,8936.31
124,CUST00124,52.0,Female,North,15813.17,2025-06-18,1,1,2.19,3.47,0.24,0.13,0.04,0,0,9585.91
125,CUST00125,50.0,Male,West,14556.56,2022-03-02,1,1,3.1,4.3,0.36,0.18,0.08,1,0,10526.42
126,CUST00126,22.0,Female,West,40466.23,2025-03-30,0,0,4.28,3.97,0.4,0.21,0.13,0,0,7290.65
127,CUST00127,59.0,Female,East,13275.99,2021-07-03,1,0,2.48,4.17,0.11,0.05,0.02,0,0,8061.59
128,CUST00128,56.0,Male,North,36721.73,2023-05-31,2,1,1.32,3.02,0.35,0.09,0.07,0,0,10034.26
129,CUST00129,58.0,Female,West,29525.67,2022-11-01,3,3,4.34,3.72,0.07,0.03,0.02,0,1,7934.8
130,CUST00130,45.0,Female,East,23089.86,2020-10-29,1,0,2.83,4.65,0.66,0.33,0.15,0,0,8827.86
131,CUST00131,24.0,Male,North,8549.92,2021-10-07,3,1,1.97,3.82,0.52,0.14,0.1,0,0,8706.87
132,CUST00132,26.0,Female,South,46296.87,2023-03-21,1,1,2.63,4.55,0.44,0.12,0.04,0,0,9835.74
133,CUST00133,25.0,Female,East,13802.16,2023-05-14,0,0,3.27,4.76,0.24,0.07,0.04,0,0,9947.33
134,CUST00134,29.0,Female,Central,35474.76,2021-02-11,2,2,1.71,3.99,0.42,0.12,0.09,0,1,9612.04
135,CUST00135,51.0,Female,North,15592.26,2021-12-25,4,0,1.45,4.33,0.26,0.15,0.06,0,0,13024.09
136,CUST00136,50.0,Male,West,14979.21,2023-02-12,0,0,3.69,,0.27,0.06,0.04,0,1,8151.04
137,CUST00137,65.0,Female,West,30770.39,2023-11-07,1,0,3.19,3.89,0.19,0.05,0.03,0,0,7242.3
138,CUST00138,72.0,Female,Central,28831.75,2025-06-13,0,0,2.8,,0.44,0.24,0.08,0,0,9146.63
139,CUST00139,40.0,Female,Central,12424.82,2021-09-05,1,0,1.89,4.63,0.1,0.05,0.04,0,0,9977.79
140,CUST00140,41.0,Female,West,45178.63,2022-09-08,1,0,1.62,3.11,0.2,0.05,0.04,0,0,6370.58
141,CUST00141,54.0,Male,North,19870.22,2020-10-21,1,0,2.03,4.34,0.34,0.18,0.11,0,0,7477.96
142,CUST00142,52.0,Female,East,22798.83,2022-07-14,1,0,2.91,3.86,0.03,0.01,0.01,0,0,8801.55
143,CUST00143,61.0,Male,Central,18986.08,2023-08-03,3,2,2.28,4.19,0.36,0.11,0.08,0,0,10337.43
144,CUST00144,57.0,Male,Central,12690.62,2024-02-14,2,2,0.5,3.91,0.28,0.09,0.06,0,0,7994.48
145,CUST00145,39.0,Male,Central,31812.43,2025-01-13,1,0,2.07,4.5,0.34,0.13,0.04,0,0,7953.26
146,CUST00146,44.0,Other,South,25457.75,2023-06-09,1,0,2.32,4.24,0.37,0.09,0.05,0,0,7463.46
147,CUST00147,52.0,Female,North,14727.29,2022-07-21,1,0,2.59,3.4,0.09,0.04,0.01,0,1,6192.23
148,CUST00148,18.0,Female,North,35315.13,2022-06-21,0,0,4.1,3.4,0.24,0.08,0.04,0,0,10757.07
149,CUST00149,52.0,Female,North,22638.75,2024-12-10,0,0,3.71,3.2,0.03,0.02,0.01,0,1,9006.51
150,CUST00150,54.0,Female,North,22883.89,2021-10-09,2,0,2.81,3.98,0.33,0.13,0.08,0,0,8649.2
151,CUST00151,64.0,Female,North,53544.02,2023-04-14,0,0,5.12,4.71,0.16,0.09,0.03,0,0,8915.14
152,CUST00152,31.0,Female,West,9857.62,2024-09-13,0,0,1.59,4.52,0.05,0.03,0.02,0,0,8135.4
153,CUST00153,20.0,Male,Central,9792.75,2021-12-01,2,2,4.45,3.71,0.47,0.2,0.09,0,0,7932.17
154,CUST00154,18.0,Male,West,10959.89,2021-01-28,2,2,2.93,3.82,0.64,0.31,0.1,0,1,8149.87
155,CUST00155,22.0,Female,South,26418.42,2023-03-22,3,1,3.06,4.73,0.28,0.1,0.07,0,0,10566.59
156,CUST00156,43.0,Female,East,18406.85,2022-02-27,1,0,2.46,3.68,0.55,0.29,0.11,0,0,8336.64
157,CUST00157,72.0,Male,Central,19153.23,2020-12-27,1,0,2.76,3.03,0.4,0.23,0.12,0,0,9447.95
158,CUST00158,31.0,Male,South,13749.97,2025-07-07,2,1,3.75,4.22,0.16,0.06,0.05,0,0,6948.13
159,CUST00159,56.0,Female,West,50646.51,2024-08-22,2,1,2.68,4.32,0.22,0.11,0.05,0,0,7936.9
160,CUST00160,44.0,Male,East,59904.62,2025-06-22,0,0,4.02,3.72,0.26,0.06,0.02,0,0,9204.88
161,CUST00161,26.0,Female,South,34525.46,2021-01-22,2,2,2.18,3.02,0.38,0.13,0.07,0,1,7748.29
162,CUST00162,32.0,Other,East,10366.73,2021-08-01,3,1,1.99,3.83,0.42,0.09,0.04,0,0,7593.26
163,CUST00163,32.0,Male,South,17266.98,2022-07-25,0,0,1.44,4.06,0.38,0.08,0.03,0,0,8033.13
164,CUST00164,43.0,Male,West,33313.92,2023-02-21,0,0,4.4,4.55,0.46,0.23,0.11,0,0,8096.14
165,CUST00165,59.0,Female,East,21527.48,2022-10-19,3,0,2.71,3.47,0.16,0.04,0.02,0,1,8756.26
166,CUST00166,30.0,Female,South,34582.75,2025-06-19,1,0,2.58,3.77,0.28,0.11,0.04,0,0,9295.18
167,CUST00167,68.0,Female,West,41105.93,2024-05-17,2,0,2.95,3.76,0.09,0.02,0.02,0,0,8600.15
168,CUST00168,49.0,Other,Central,57159.33,2025-05-02,3,1,3.52,3.92,0.54,0.24,0.19,0,0,8565.23
169,CUST00169,56.0,Male,West,,2020-08-03,0,0,0.85,4.32,0.32,0.13,0.08,0,0,7502.69
170,CUST00170,66.0,Female,West,22940.12,2022-01-29,1,0,2.78,4.21,0.42,0.11,0.07,0,0,8481.45
171,CUST00171,69.0,Female,Central,17669.91,2025-07-17,1,0,4.57,3.92,0.38,0.21,0.13,0,0,9448.16
172,CUST00172,49.0,Female,West,8099.92,2025-07-09,1,0,2.91,3.91,0.17,0.04,0.02,0,0,8692.93
173,CUST00173,21.0,Male,Central,31281.87,2021-08-22,2,2,1.57,4.5,0.24,0.09,0.05,0,0,9361.41
174,CUST00174,47.0,Female,Central,29194.07,2024-05-19,1,1,1.44,3.4,0.25,0.09,0.07,0,0,11260.44
175,CUST00175,54.0,Female,Central,16757.26,2021-04-08,2,1,2.87,3.8,0.18,0.07,0.02,0,0,8132.32
176,CUST00176,40.0,Male,South,9906.76,2020-12-07,0,0,4.45,2.67,0.2,0.06,0.02,0,1,8419.36
177,CUST00177,56.0,Male,East,18177.47,2024-01-28,3,1,1.47,3.53,0.22,0.06,0.02,0,0,7179.75
178,CUST00178,62.0,Female,South,31747.31,2023-12-12,2,2,4.14,3.55,0.33,0.11,0.04,0,0,8961.15
179,CUST00179,32.0,Male,Central,42987.58,2024-08-16,2,0,2.29,,0.16,0.04,0.01,0,0,9586.09
180,CUST00180,60.0,Male,East,15424.47,2021-01-13,1,0,1.86,4.25,0.26,0.08,0.03,0,0,7550.98
181,CUST00181,46.0,Male,East,38324.63,2023-07-13,2,1,1.0,4.38,0.07,0.02,0.01,0,0,6649.11
182,CUST00182,53.0,Female,Central,30068.56,2023-10-17,1,1,0.5,2.98,0.51,0.2,0.14,0,0,7548.32
183,CUST00183,30.0,Female,East,27081.8,2022-05-23,2,0,3.87,,0.19,0.04,0.03,0,0,7273.99
184,CUST00184,49.0,Female,East,11535.95,2025-04-25,1,1,2.82,4.39,0.13,0.07,0.06,0,0,8481.59
185,CUST00185,24.0,Male,South,11789.35,2025-05-09,4,3,2.46,3.18,0.55,0.2,0.07,0,1,6891.97
186,CUST00186,68.0,Female,East,14539.25,2024-01-14,2,1,2.18,3.57,0.09,0.04,0.02,0,0,8904.72
187,CUST00187,39.0,Female,Central,18709.87,2023-04-27,0,0,2.97,3.91,0.08,0.02,0.01,0,0,10090.12
188,CUST00188,45.0,Female,North,54196.58,2022-07-14,2,1,3.86,4.63,0.1,0.05,0.04,0,0,8916.15
189,CUST00189,19.0,Female,North,15817.66,2025-02-08,1,0,1.85,3.36,0.5,0.29,0.19,0,0,8696.65
190,CUST00190,59.0,Male,North,32390.67,2022-05-26,2,0,3.59,3.63,0.52,0.24,0.18,0,0,7628.2
191,CUST00191,62.0,Female,Central,17459.14,2023-10-27,0,0,2.04,3.85,0.19,0.07,0.06,0,0,9827.89
192,CUST00192,74.0,Male,North,27899.21,2023-01-07,2,2,2.07,3.59,0.72,0.36,0.28,0,0,7783.7
193,CUST00193,70.0,Female,South,21343.65,2022-11-28,2,2,2.62,3.51,0.13,0.05,0.02,0,0,8862.57
194,CUST00194,23.0,Male,Central,24064.95,2020-08-26,1,0,2.04,,0.15,0.05,0.02,0,0,7296.45
195,CUST00195,,Male,Central,26497.55,2023-07-09,2,1,1.79,3.67,0.32,0.14,0.09,0,0,8340.64
196,CUST00196,45.0,Male,Central,19443.56,2023-03-12,1,0,2.75,3.07,0.38,0.14,0.09,0,0,9175.71
197,CUST00197,61.0,Female,East,26561.87,2024-10-09,0,0,2.38,4.35,0.32,0.13,0.05,0,0,8462.06
198,CUST00198,,Male,East,40821.24,2025-05-14,0,0,0.5,4.52,0.35,0.1,0.06,0,0,8374.1
199,CUST00199,37.0,Female,East,15107.44,2022-10-19,0,0,2.81,4.1,0.04,0.01,0.01,0,0,7357.61
200,CUST00200,47.0,Male,West,39852.2,2025-02-08,0,0,3.39,4.64,0.37,0.15,0.11,1,0,7923.35
201,CUST00201,,Male,South,19291.09,2025-01-04,0,0,1.85,4.01,0.03,0.01,0.0,0,0,7514.14
202,CUST00202,72.0,Female,Central,18297.21,2023-01-16,0,0,2.25,3.77,0.65,0.16,0.1,0,0,5038.17
203,CUST00203,45.0,Male,Central,31250.16,2022-05-11,1,0,2.81,4.15,0.12,0.06,0.03,0,0,9251.43
204,CUST00204,42.0,Male,East,18572.19,2022-08-26,1,0,3.98,3.99,0.08,0.04,0.03,0,0,11527.61
205,CUST00205,56.0,Female,Central,25837.56,2022-09-05,0,0,4.24,4.6,0.44,0.1,0.04,0,0,8449.62
206,CUST00206,50.0,Male,Central,24658.43,2021-03-30,4,4,3.04,3.44,0.11,0.05,0.03,0,1,8098.07
207,CUST00207,18.0,Male,North,7771.79,2023-06-04,3,0,1.33,3.63,0.26,0.06,0.03,0,0,9271.06
208,CUST00208,74.0,Male,Central,27140.78,2024-09-02,3,1,2.12,3.32,0.37,0.2,0.11,0,0,9958.94
209,CUST00209,44.0,Female,West,10715.53,2022-03-24,2,0,1.22,3.73,0.15,0.06,0.04,0,0,8982.76
210,CUST00210,74.0,Female,East,11131.78,2022-03-25,1,0,4.7,4.49,0.36,0.08,0.04,0,0,8393.61
211,CUST00211,69.0,Female,South,26455.83,2025-05-27,3,1,3.77,3.68,0.25,0.12,0.05,0,0,6587.15
212,CUST00212,30.0,Female,South,28804.73,2020-10-21,2,2,2.03,3.12,0.4,0.22,0.15,0,1,7797.99
213,CUST00213,58.0,Male,North,40236.3,2020-09-02,0,0,2.23,3.67,0.28,0.08,0.03,0,0,9502.24
214,CUST00214,20.0,Male,South,12775.9,2024-11-11,2,0,2.79,5.0,0.22,0.07,0.04,0,0,7893.92
215,CUST00215,56.0,Female,South,15204.71,2023-08-22,3,0,1.06,3.59,0.51,0.17,0.09,0,0,7677.88
216,CUST00216,23.0,Male,East,27783.09,2024-09-20,3,2,0.85,3.38,0.2,0.11,0.09,0,1,7737.16
217,CUST00217,25.0,Male,East,40624.99,2023-02-01,0,0,1.01,3.86,0.63,0.23,0.16,0,0,7019.39
218,CUST00218,44.0,Male,West,24247.95,2022-11-27,1,0,3.14,4.53,0.37,0.16,0.08,0,0,8016.37
219,CUST00219,26.0,Male,North,14200.05,2024-02-28,2,2,2.38,3.87,0.4,0.24,0.1,0,0,8454.81
220,CUST00220,54.0,Other,South,46779.88,2023-09-08,1,1,3.52,3.03,0.56,0.21,0.08,0,0,8604.47
221,CUST00221,50.0,Male,West,19318.47,2021-07-24,4,2,1.75,2.86,0.5,0.28,0.14,0,1,7744.3
222,CUST00222,68.0,Female,North,19621.86,2021-03-08,1,0,3.18,3.3,0.28,0.16,0.05,0,0,9441.25
