customer_id,churn,ltv
CUST00226,0,8762.82
CUST00227,0,8645.68
CUST00228,0,7029.91
CUST00229,0,9560.83
CUST00230,0,7248.18
CUST00231,0,7687.12
CUST00232,0,8991.65
CUST00233,1,9532.47
CUST00234,0,8250.42
CUST00235,0,9304.27
CUST00236,1,8979.38
CUST00237,0,7838.11
CUST00238,0,9055.59
CUST00239,0,6477.59
CUST00240,0,8935.4
CUST00241,0,7992.78
CUST00242,0,7059.04
CUST00243,0,6650.91
CUST00244,0,11198.39
CUST00245,0,7907.51
CUST00246,0,9328.23
CUST00247,0,11389.02
CUST00248,0,8232.48
CUST00249,0,9684.0
CUST00250,0,9568.93
CUST00251,0,8727.07
CUST00252,0,8584.48
CUST00253,1,10420.45
CUST00254,0,9756.95
CUST00255,0,7402.2
CUST00256,0,9201.38
CUST00257,0,9613.99
CUST00258,0,9747.53
CUST00259,0,10691.49
CUST00260,0,9059.92
CUST00261,0,9556.83
CUST00262,0,8529.55
CUST00263,0,7622.66
CUST00264,0,10511.21
CUST00265,0,8385.29
CUST00266,0,10002.72
CUST00267,0,7912.49
CUST00268,0,11104.52
CUST00269,0,6984.99
CUST00270,0,7849.78
CUST00271,0,7825.44
CUST00272,0,8533.85
CUST00273,0,8554.25
CUST00274,0,7666.96
CUST00275,0,7840.42
CUST00276,0,8242.92
CUST00277,0,8895.9
CUST00278,0,8157.1
CUST00279,0,8368.65
CUST00280,0,8016.48
CUST00281,0,11153.34
CUST00282,0,8952.43
CUST00283,0,7360.32
CUST00284,0,6852.48
CUST00285,0,10613.85
CUST00286,0,6450.37
CUST00287,0,8653.29
CUST00288,0,7606.05
CUST00289,0,7676.63
CUST00290,0,9127.43
CUST00291,0,11354.91
CUST00292,0,8065.94
CUST00293,0,8285.11
CUST00294,0,7136.83
CUST00295,0,8020.26
CUST00296,0,8217.5
CUST00297,0,8957.25
CUST00298,0,8293.31
CUST00299,0,10202.36
CUST00300,0,8518.49
CUST00301,0,8850.36
CUST00302,0,8922.17
CUST00303,0,7493.84
CUST00304,0,8047.8
CUST00305,0,10124.18
CUST00306,0,7807.07
CUST00307,0,9908.58
CUST00308,0,7959.88
CUST00309,1,6909.53
CUST00310,0,8498.21
CUST00311,0,9092.58
CUST00312,0,8356.8
CUST00313,0,10143.46
CUST00314,0,7818.45
CUST00315,0,7581.56
CUST00316,0,8982.22
CUST00317,0,8478.51
CUST00318,0,6968.39
CUST00319,0,8677.49
CUST00320,0,9162.49
CUST00321,0,8818.82
CUST00322,0,7471.73
CUST00323,0,9103.83
CUST00324,0,8124.39
CUST00325,0,8938.8
CUST00326,1,8594.14
CUST00327,0,8604.86
CUST00328,1,7701.76
CUST00329,0,9258.52
CUST00330,0,9495.6
CUST00331,0,9727.18
CUST00332,0,9473.83
CUST00333,0,8163.72
CUST00334,0,9806.42
CUST00335,0,7028.91
CUST00336,0,8168.2
CUST00337,0,8640.53
CUST00338,0,8503.6
CUST00339,0,8379.25
CUST00340,0,7790.59
CUST00341,0,8328.02
CUST00342,0,10711.87
CUST00343,0,8541.43
CUST00344,0,9263.7
CUST00345,1,8870.84
CUST00346,0,7163.62
CUST00347,0,11278.4
CUST00348,0,8473.28
CUST00349,0,8559.86
CUST00350,0,8855.53
CUST00351,0,8800.51
CUST00352,0,8622.65
CUST00353,0,7162.06
CUST00354,0,8969.7
CUST00355,0,9609.39
CUST00356,0,8848.37
CUST00357,0,5257.83
CUST00358,0,8897.54
CUST00359,0,8868.85
CUST00360,1,8407.79
CUST00361,0,7659.49
CUST00362,0,8368.28
CUST00363,0,8439.86
CUST00364,1,9998.48
CUST00365,0,8350.07
CUST00366,0,9900.87
CUST00367,0,6879.18
CUST00368,1,8605.44
CUST00369,1,8081.71
CUST00370,0,8435.92
CUST00371,0,9637.03
CUST00372,1,7835.06
CUST00373,0,7915.17
CUST00374,0,7832.56
CUST00375,0,7861.7
CUST00376,0,10348.6
CUST00377,0,8572.31
CUST00378,0,10562.92
CUST00379,0,8749.38
CUST00380,0,9575.62
CUST00381,0,7361.89
CUST00382,0,7761.92
CUST00383,0,7752.98
CUST00384,0,7391.88
CUST00385,0,9241.13
CUST00386,0,9218.68
CUST00387,0,10191.6
CUST00388,1,8254.69
CUST00389,0,7487.51
CUST00390,0,9632.06
CUST00391,0,5318.03
CUST00392,0,9453.88
CUST00393,1,10658.69
CUST00394,0,8886.29
CUST00395,1,8361.46
CUST00396,0,9604.76
CUST00397,0,9324.2
CUST00398,0,7368.99
CUST00399,0,7310.08
CUST00400,0,8246.91
CUST00401,0,7792.01
CUST00402,0,10664.07
CUST00403,0,7109.11
CUST00404,0,7353.2
CUST00405,0,7815.99
CUST00406,0,8771.83
CUST00407,0,8118.35
CUST00408,0,7585.57
CUST00409,0,7348.55
CUST00410,0,9557.16
CUST00411,0,8682.5
CUST00412,1,8709.09
CUST00413,0,10469.67
CUST00414,0,10001.92
CUST00415,1,7964.73
CUST00416,0,9267.6
CUST00417,0,8331.79
CUST00418,0,7050.41
CUST00419,0,7605.8
CUST00420,0,8425.28
CUST00421,0,7618.06
CUST00422,0,9641.77
CUST00423,1,8372.3
CUST00424,0,7054.6
CUST00425,0,7803.1
CUST00426,1,10532.93
CUST00427,0,7384.22
CUST00428,0,9763.14
CUST00429,0,5259.85
CUST00430,0,9054.65
CUST00431,0,9183.71
CUST00432,0,7471.33
CUST00433,0,8606.67
CUST00434,0,7684.86
CUST00435,0,6608.72
CUST00436,0,8188.84
CUST00437,0,6777.32
CUST00438,0,6757.7
CUST00439,0,7736.71
CUST00440,0,8707.58
CUST00441,1,10261.73
CUST00442,0,10366.07
CUST00443,0,7234.58
CUST00444,0,8233.96
CUST00445,1,7557.08
CUST00446,0,9303.59
CUST00447,0,12193.83
CUST00448,1,7266.3
CUST00449,1,9566.32
CUST00450,0,7344.73
CUST00451,0,9892.78
CUST00452,0,9766.49
CUST00453,0,10340.38
CUST00454,0,8020.06
CUST00455,0,7242.79
CUST00456,1,8404.59
CUST00457,0,7957.58
CUST00458,1,8638.58
CUST00459,0,10384.42
CUST00460,1,7869.04
CUST00461,0,7392.13
CUST00462,0,8773.01
CUST00463,0,8148.08
CUST00464,1,7973.65
CUST00465,0,7687.29
CUST00466,0,8346.1
CUST00467,0,8348.27
CUST00468,0,8787.6
CUST00469,0,9399.87
CUST00470,0,10748.5
CUST00471,0,9578.09
CUST00472,0,10874.36
CUST00473,0,7046.7
CUST00474,0,7329.38
CUST00475,0,9007.17
CUST00476,0,7237.85
CUST00477,0,7535.59
CUST00478,0,8795.15
CUST00479,0,8340.64
CUST00480,0,7833.97
CUST00481,0,10447.35
CUST00482,0,9653.09
CUST00483,0,7826.28
CUST00484,0,7266.74
CUST00485,0,6711.94
CUST00486,0,10170.25
CUST00487,0,9000.62
CUST00488,0,9044.14
CUST00489,0,8946.63
CUST00490,0,7043.45
CUST00491,0,8921.76
CUST00492,0,6956.68
CUST00493,0,8483.14
CUST00494,0,8512.32
CUST00495,0,7408.01
CUST00496,0,8700.15
CUST00497,0,10603.73
CUST00498,0,8253.02
CUST00499,0,9236.29
CUST00500,0,7368.71
CUST00501,0,9950.16
CUST00502,1,8737.48
CUST00503,0,8583.67
CUST00504,0,5614.16
CUST00505,0,10211.88
CUST00506,0,9455.91
CUST00507,0,7648.82
CUST00508,0,10458.88
CUST00509,0,9453.18
CUST00510,0,9540.03
CUST00511,0,7809.04
CUST00512,1,8071.29
CUST00513,0,11320.08
CUST00514,0,8540.8
CUST00515,0,8746.39
CUST00516,0,10349.86
CUST00517,0,8532.24
CUST00518,0,9173.95
CUST00519,0,7590.83
CUST00520,0,8508.01
CUST00521,0,8590.18
CUST00522,0,6897.79
CUST00523,0,8392.74
CUST00524,0,8819.4
CUST00525,0,7840.3
CUST00526,1,8199.34
CUST00527,0,8832.1
CUST00528,0,9655.6
CUST00529,0,8347.51
CUST00530,0,9930.64
CUST00531,0,10022.62
CUST00532,0,10226.58
CUST00533,0,10038.74
CUST00534,0,10111.16
CUST00535,0,8398.98
CUST00536,0,8917.31
CUST00537,1,8159.36
CUST00538,1,7866.04
CUST00539,0,9304.76
CUST00540,0,7844.49
CUST00541,0,8711.9
CUST00542,0,9025.08
CUST00543,1,10813.38
CUST00544,0,7735.18
CUST00545,0,9028.68
CUST00546,0,7879.42
CUST00547,0,7936.27
CUST00548,0,7311.88
CUST00549,0,9354.3
CUST00550,0,7394.68
CUST00551,0,12331.29
CUST00552,0,7073.08
CUST00553,1,8383.39
CUST00554,0,8100.0
CUST00555,0,9700.52
CUST00556,0,10379.76
CUST00557,0,10257.95
CUST00558,0,7941.21
CUST00559,0,8678.02
CUST00560,0,7352.12
CUST00561,0,6960.11
CUST00562,0,7470.7
CUST00563,0,6960.15
CUST00564,0,8671.99
CUST00565,0,8310.01
CUST00566,0,10199.64
CUST00567,0,9719.22
CUST00568,1,7038.71
CUST00569,0,8671.64
CUST00570,0,7747.62
CUST00571,0,7143.89
CUST00572,1,8257.98
CUST00573,0,8908.55
CUST00574,0,8777.42
CUST00575,0,7834.19
CUST00576,0,8913.59
CUST00577,0,5416.96
CUST00578,0,9693.5
CUST00579,0,8319.65
CUST00580,1,9661.09
CUST00581,0,9481.71
CUST00582,0,6965.85
CUST00583,0,9541.7
CUST00584,0,7922.77
CUST00585,0,10678.26
CUST00586,0,9425.84
CUST00587,1,8756.65
CUST00588,0,8326.4
CUST00589,0,12070.82
CUST00590,1,10208.38
CUST00591,0,8907.24
CUST00592,0,9147.16
CUST00593,0,7487.09
CUST00594,0,7632.22
CUST00595,0,6975.75
CUST00596,0,7828.89
CUST00597,0,8376.72
CUST00598,0,8684.8
CUST00599,0,8763.36
CUST00600,0,6924.87
CUST00601,0,7074.03
CUST00602,1,8723.6
CUST00603,0,8419.67
CUST00604,0,10110.15
CUST00605,0,8138.11
CUST00606,0,8322.15
CUST00607,0,10359.54
CUST00608,0,8717.3
CUST00609,0,9980.99
CUST00610,0,7280.11
CUST00611,0,6916.85
CUST00612,0,9409.93
CUST00613,0,7880.48
CUST00614,0,10168.03
CUST00615,0,7584.36
CUST00616,0,10577.28
CUST00617,0,9476.98
CUST00618,0,6459.14
CUST00619,0,7898.15
CUST00620,0,8097.39
CUST00621,0,12148.99
CUST00622,0,8537.64
CUST00623,0,8418.18
CUST00624,0,10089.43
CUST00625,0,8883.92
CUST00626,0,8368.32
CUST00627,0,7568.51
CUST00628,0,9267.14
CUST00629,0,9002.01
CUST00630,0,7580.29
CUST00631,0,6976.51
CUST00632,0,8116.7
CUST00633,0,8201.44
CUST00634,0,7306.44
CUST00635,0,6910.73
CUST00636,0,8883.94
CUST00637,0,8014.1
CUST00638,0,12520.34
CUST00639,0,8365.16
CUST00640,0,6810.18
CUST00641,0,8076.44
CUST00642,0,9438.39
CUST00643,0,8466.21
CUST00644,0,6571.21
CUST00645,0,7710.03
CUST00646,0,7519.26
CUST00647,0,8264.83
CUST00648,0,9398.76
CUST00649,1,10009.23
CUST00650,0,8730.5
CUST00651,0,7168.28
CUST00652,0,8689.79
CUST00653,0,6683.2
CUST00654,0,7757.53
CUST00655,0,9431.38
CUST00656,0,8158.83
CUST00657,1,8915.29
CUST00658,1,10016.71
CUST00659,1,7432.53
CUST00660,1,8601.73
CUST00661,1,6675.53
CUST00662,0,8781.0
CUST00663,0,9724.24
CUST00664,0,10031.59
CUST00665,0,8432.13
CUST00666,0,6856.34
CUST00667,0,8466.43
CUST00668,0,6485.12
CUST00669,0,8341.35
CUST00670,0,10780.73
CUST00671,0,9944.89
CUST00672,0,8935.73
CUST00673,0,6800.74
CUST00674,0,8888.08
CUST00675,0,9477.14
CUST00676,0,7852.14
CUST00677,0,11018.21
CUST00678,0,7018.04
CUST00679,1,8513.26
CUST00680,1,8895.74
CUST00681,0,8680.09
CUST00682,0,8647.43
CUST00683,0,9136.36
CUST00684,0,8553.17
CUST00685,0,8281.34
CUST00686,0,8725.41
CUST00687,0,9070.82
CUST00688,0,9882.63
CUST00689,0,8608.22
CUST00690,0,8085.34
CUST00691,0,8106.75
CUST00692,0,9995.32
CUST00693,0,8045.79
CUST00694,0,8438.02
CUST00695,0,7466.0
CUST00696,0,7610.27
CUST00697,0,7220.8
CUST00698,0,7102.11
CUST00699,0,7822.4
CUST00700,0,10212.2
CUST00701,1,8557.85
CUST00702,1,8762.24
CUST00703,0,10263.08
CUST00704,0,7528.75
CUST00705,0,7401.55
CUST00706,0,8168.16
CUST00707,0,8080.78
CUST00708,0,10126.63
CUST00709,1,8722.27
CUST00710,0,9545.22
CUST00711,0,10013.98
CUST00712,1,10494.77
CUST00713,0,9364.57
CUST00714,0,9008.83
CUST00715,0,9087.9
CUST00716,0,7234.23
CUST00717,0,7370.19
CUST00718,0,8944.68
CUST00719,0,8945.72
CUST00720,0,8489.88
CUST00721,0,10212.35
CUST00722,0,8962.25
CUST00723,0,8598.57
CUST00724,0,9387.76
CUST00725,0,9391.28
CUST00726,0,7041.04
CUST00727,0,8083.82
CUST00728,0,10645.07
CUST00729,0,9605.53
CUST00730,1,8484.26
CUST00731,0,9510.12
CUST00732,1,8130.87
CUST00733,0,7781.63
CUST00734,0,9678.37
CUST00735,0,7684.34
CUST00736,0,7766.81
CUST00737,0,9753.08
CUST00738,1,9176.6
CUST00739,0,10562.02
CUST00740,0,8796.88
CUST00741,0,8924.58
CUST00742,0,8624.77
CUST00743,0,8886.71
CUST00744,1,9870.45
CUST00745,0,9835.25
CUST00746,0,9933.26
CUST00747,0,8211.18
CUST00748,0,8614.34
CUST00749,0,7532.16
CUST00750,0,9547.92
CUST00751,0,7950.61
CUST00752,0,7095.6
CUST00753,0,9693.27
CUST00754,0,9553.93
CUST00755,0,9553.15
CUST00756,0,9236.43
CUST00757,0,9055.96
CUST00758,0,7917.33
CUST00759,1,8871.27
CUST00760,0,9703.11
CUST00761,0,8072.44
CUST00762,1,7114.03
CUST00763,0,8544.94
CUST00764,0,7567.99
CUST00765,0,9077.77
CUST00766,0,9263.23
CUST00767,1,6997.18
CUST00768,0,10102.11
CUST00769,0,8115.72
CUST00770,1,7427.77
CUST00771,0,8469.39
CUST00772,0,9907.64
CUST00773,0,8149.89
CUST00774,0,9069.62
CUST00775,0,6654.9
CUST00776,0,7742.65
CUST00777,0,8713.01
CUST00778,0,7877.45
CUST00779,1,8095.71
CUST00780,0,7804.25
CUST00781,1,9061.78
CUST00782,0,7202.31
CUST00783,0,11429.43
CUST00784,0,8813.61
CUST00785,0,7910.15
CUST00786,0,10952.86
CUST00787,0,9113.45
CUST00788,0,7705.26
CUST00789,0,8702.63
CUST00790,0,9345.02
CUST00791,0,7193.61
CUST00792,0,10177.83
CUST00793,0,8357.26
CUST00794,0,9604.1
CUST00795,0,10231.82
CUST00796,0,8447.1
CUST00797,0,8662.08
CUST00798,1,6957.43
CUST00799,0,9017.01
CUST00800,0,9184.15
CUST00801,0,7540.81
CUST00802,0,6960.06
CUST00803,0,9339.71
CUST00804,0,8722.38
CUST00805,0,8452.83
CUST00806,1,8724.49
CUST00807,0,8913.41
CUST00808,0,9980.0
CUST00809,0,8838.05
CUST00810,0,8367.48
CUST00811,0,9476.37
CUST00812,0,11011.66
CUST00813,0,8734.78
CUST00814,0,8356.74
CUST00815,0,8590.65
CUST00816,0,9436.11
CUST00817,0,8413.89
CUST00818,0,6966.12
CUST00819,0,6304.13
CUST00820,0,11297.37
CUST00821,0,8236.81
CUST00822,0,7936.13
CUST00823,1,7972.91
CUST00824,0,6990.41
CUST00825,0,8552.25
CUST00826,0,8943.21
CUST00827,0,8917.02
CUST00828,0,7660.86
CUST00829,0,6031.08
CUST00830,0,6618.78
CUST00831,0,9066.91
CUST00832,0,9232.06
CUST00833,0,8186.94
CUST00834,0,7133.38
CUST00835,0,8077.02
CUST00836,0,9363.52
CUST00837,0,7543.69
CUST00838,0,9573.44
CUST00839,0,7925.82
CUST00840,0,9533.84
CUST00841,0,7978.68
CUST00842,0,8938.24
CUST00843,0,10870.06
CUST00844,0,8637.68
CUST00845,0,8803.86
CUST00846,0,7218.19
CUST00847,0,8196.2
CUST00848,1,7119.0
CUST00849,0,9818.45
CUST00850,0,11128.27
CUST00851,0,6797.98
CUST00852,0,8794.18
CUST00853,0,9647.85
CUST00854,0,7728.93
CUST00855,0,8406.75
CUST00856,0,8918.97
CUST00857,0,11330.58
CUST00858,0,7818.84
CUST00859,1,8518.92
CUST00860,0,9583.61
CUST00861,0,9640.26
CUST00862,0,6277.42
CUST00863,0,7201.01
CUST00864,0,8667.6
CUST00865,0,7219.88
CUST00866,0,7843.52
CUST00867,0,8152.01
CUST00868,0,7321.86
CUST00869,0,6912.45
CUST00870,0,9777.39
CUST00871,0,8327.11
CUST00872,0,8122.76
CUST00873,0,8717.69
CUST00874,0,8048.63
CUST00875,0,8852.69
CUST00876,0,7617.52
CUST00877,0,10067.62
CUST00878,0,10240.82
CUST00879,0,9566.47
CUST00880,0,8832.78
CUST00881,0,7685.73
CUST00882,0,8110.75
CUST00883,0,9009.36
CUST00884,0,7670.93
CUST00885,0,8185.45
CUST00886,0,9973.34
CUST00887,0,7060.81
CUST00888,0,7886.62
CUST00889,0,9892.64
CUST00890,0,8541.19
CUST00891,0,8879.76
CUST00892,0,7111.31
CUST00893,0,7449.09
CUST00894,0,8316.16
CUST00895,1,7830.47
CUST00896,1,8991.36
CUST00897,0,11863.07
CUST00898,0,6652.1
CUST00899,0,6486.77
CUST00900,0,9583.0
CUST00901,0,10135.15
CUST00902,0,10340.0
CUST00903,0,9544.75
CUST00904,0,7722.45
CUST00905,0,9048.06
CUST00906,0,10098.2
CUST00907,0,8298.69
CUST00908,0,9332.22
CUST00909,0,9446.35
CUST00910,0,8787.25
CUST00911,0,7394.61
CUST00912,0,8445.5
CUST00913,0,7645.33
CUST00914,0,10930.42
CUST00915,0,9120.07
CUST00916,0,8245.55
CUST00917,0,7500.0
CUST00918,0,8949.88
CUST00919,0,8302.49
CUST00920,0,8615.14
CUST00921,0,10586.09
CUST00922,0,6159.42
CUST00923,1,9068.77
CUST00924,0,9591.48
CUST00925,0,8268.29
CUST00926,0,8108.54
CUST00927,0,7747.84
CUST00928,0,7958.01
CUST00929,0,10726.8
CUST00930,0,8633.24
CUST00931,0,7953.59
CUST00932,0,6699.57
CUST00933,0,9825.46
CUST00934,0,9403.91
CUST00935,1,6943.7
CUST00936,0,6099.66
CUST00937,0,11025.43
CUST00938,0,7639.6
CUST00939,0,7768.04
CUST00940,0,7955.24
CUST00941,0,7989.97
CUST00942,0,10303.98
CUST00943,0,7855.82
CUST00944,0,8693.81
CUST00945,0,7984.68
CUST00946,0,8574.51
CUST00947,0,8338.44
CUST00948,0,7709.64
CUST00949,0,10065.8
CUST00950,1,7559.65
CUST00951,0,9082.54
CUST00952,0,8755.78
CUST00953,0,9346.08
CUST00954,0,10985.74
CUST00955,0,7825.27
CUST00956,0,8392.93
CUST00957,0,9208.24
CUST00958,0,7975.24
CUST00959,1,8548.25
CUST00960,0,9030.86
CUST00961,0,8392.84
CUST00962,0,8731.62
CUST00963,0,7419.2
CUST00964,0,6332.58
CUST00965,0,8369.33
CUST00966,0,7526.83
CUST00967,0,8332.25
CUST00968,0,7153.73
CUST00969,0,10443.41
CUST00970,0,10180.27
CUST00971,0,9001.53
CUST00972,1,7339.0
CUST00973,0,8147.12
CUST00974,0,8599.59
CUST00975,0,8815.73
CUST00976,0,7796.07
CUST00977,0,8710.28
CUST00978,0,8845.62
CUST00979,0,9162.92
CUST00980,0,9907.12
CUST00981,0,8427.88
CUST00982,0,10272.78
CUST00983,0,8073.32
CUST00984,0,8656.77
CUST00985,0,9331.39
CUST00986,0,8875.07
CUST00987,0,9686.82
CUST00988,0,7582.06
CUST00989,0,9414.27
CUST00990,0,9475.08
CUST00991,0,9789.95
CUST00992,0,7644.37
CUST00993,0,9302.9
CUST00994,0,6891.62
CUST00995,0,7842.34
CUST00996,0,9748.08
CUST00997,0,9056.83
CUST00998,0,10980.22
CUST00999,0,7971.32
CUST01000,0,9176.79
CUST01001,1,6661.01
CUST01002,0,7166.56
CUST01003,0,9469.47
CUST01004,0,7964.98
CUST01005,1,7156.69
CUST01006,0,9659.88
CUST01007,0,8786.98
CUST01008,0,8388.48
CUST01009,0,8897.15
CUST01010,0,8717.89
CUST01011,0,6637.91
CUST01012,0,11205.16
CUST01013,0,8501.4
CUST01014,0,7395.98
CUST01015,0,7936.37
CUST01016,1,8678.57
CUST01017,0,7487.19
CUST01018,0,8619.47
CUST01019,0,8946.5
CUST01020,0,8679.84
CUST01021,0,9482.22
CUST01022,0,9329.89
CUST01023,0,8647.16
CUST01024,0,8916.18
CUST01025,0,7951.58
CUST01026,0,7783.15
CUST01027,0,7427.68
CUST01028,0,10172.13
CUST01029,0,8143.62
CUST01030,0,7398.89
CUST01031,0,9588.05
CUST01032,0,9504.03
CUST01033,0,8684.69
CUST01034,0,9854.5
CUST01035,0,9821.25
CUST01036,0,7879.38
CUST01037,0,6523.4
CUST01038,0,8075.58
CUST01039,0,7974.35
CUST01040,1,8189.77
CUST01041,0,8673.25
CUST01042,1,6851.43
CUST01043,0,8300.82
CUST01044,0,9308.24
CUST01045,1,7583.23
CUST01046,0,9310.54
CUST01047,0,8076.32
CUST01048,0,6185.12
CUST01049,0,7328.82
CUST01050,0,6763.03
CUST01051,0,9277.45
CUST01052,0,9557.08
CUST01053,0,10431.29
CUST01054,0,7145.54
CUST01055,0,9965.73
CUST01056,1,10585.28
CUST01057,0,7363.75
CUST01058,1,10204.56
CUST01059,0,7722.89
CUST01060,0,9984.07
CUST01061,0,9256.93
CUST01062,0,6343.81
CUST01063,0,8326.66
CUST01064,0,7523.75
CUST01065,0,8760.25
CUST01066,0,7973.15
CUST01067,0,8787.83
CUST01068,0,8502.5
CUST01069,0,9244.44
CUST01070,0,9495.73
CUST01071,0,7778.7
CUST01072,0,9180.32
CUST01073,0,12480.16
CUST01074,0,7632.28
