customer_id,age,gender,region,income,signup_date
CUST00056,26,Male,West,51256.83,2022-08-29
CUST00057,43,Female,West,23446.44,2023-02-14
CUST00058,70,Male,South,29238.66,2024-08-29
CUST00059,19,Female,South,35610.36,2021-10-27
CUST00060,37,Male,South,7900.81,2025-01-31
CUST00061,45,Female,West,13231.98,2021-08-30
CUST00062,64,Male,North,23185.47,2022-09-14
CUST00063,24,Male,South,47952.8,2024-06-14
CUST00064,61,Female,East,30178.36,2025-04-21
CUST00065,25,Male,North,25973.96,2023-05-12
CUST00066,64,Male,East,19652.19,2023-10-22
CUST00067,52,Male,North,27266.03,2023-09-25
CUST00068,31,Female,South,16346.67,2020-09-14
CUST00069,34,Female,Central,14914.44,2022-03-05
CUST00070,53,Male,South,15576.7,2020-11-08
CUST00071,67,Female,West,43055.31,2021-01-11
CUST00072,57,Female,West,14470.6,2022-06-02
CUST00073,21,Male,North,18044.78,2022-10-04
CUST00074,19,Female,West,27875.56,2025-03-29
CUST00075,23,Female,South,14184.54,2022-08-27
CUST00076,71,Female,East,24663.56,2025-07-17
CUST00077,59,Male,South,24659.12,2024-03-05
CUST00078,21,Female,North,16119.31,2021-08-28
CUST00079,71,Female,West,19353.14,2025-05-05
CUST00080,46,Male,East,13742.0,2021-11-24
CUST00081,35,Male,Central,43975.28,2024-01-07
CUST00082,43,Male,East,25054.2,2023-07-20
CUST00083,61,Male,East,13038.72,2024-01-31
CUST00084,51,Female,South,23462.51,2023-05-05
CUST00085,27,Male,Central,23999.71,2021-11-09
CUST00086,53,Male,North,7175.16,2023-01-10
CUST00087,31,Female,North,43054.5,2021-04-13
CUST00088,48,Male,East,13429.32,2025-03-21
CUST00089,65,Other,East,62636.74,2025-07-26
CUST00090,32,Male,West,32782.34,2024-02-08
CUST00091,25,Male,Central,12538.83,2022-04-13
CUST00092,31,Male,East,18823.75,2021-06-05
CUST00093,40,Male,West,34937.26,2023-07-17
CUST00094,74,Male,Central,19557.69,2021-11-24
CUST00095,57,Female,North,39700.48,2023-11-14
CUST00096,38,Other,West,18250.83,2023-09-22
CUST00097,33,Male,Central,21176.92,2023-06-28
CUST00098,62,Female,West,35421.53,2023-09-19
CUST00099,35,Female,East,29783.07,2022-09-15
CUST00100,64,Female,South,13868.65,2022-01-07
CUST00101,70,Male,North,27365.16,2025-03-14
CUST00102,41,Male,East,23950.01,2023-05-15
CUST00103,43,Male,East,13962.54,2022-05-28
CUST00104,42,Female,Central,10990.22,2021-09-21
CUST00105,62,Female,West,8385.91,2024-08-12
CUST00106,58,Male,North,19011.28,2024-05-04
CUST00107,46,Male,East,21439.64,2022-08-26
CUST00108,32,Female,Central,28347.36,2023-01-02
CUST00109,62,Female,North,33197.81,2021-03-13
CUST00110,18,Other,West,17909.21,2024-05-03
CUST00111,42,Female,East,21130.32,2025-04-18
CUST00112,24,Male,East,15072.68,2023-01-06
CUST00113,26,Female,East,23008.51,2023-01-25
CUST00114,41,Female,North,35748.17,2022-10-25
CUST00115,18,Male,North,23169.02,2021-02-04
CUST00116,61,Female,North,39405.58,2024-01-06
CUST00117,25,Female,North,35450.44,2024-07-18
CUST00118,41,Male,Central,45654.11,2022-02-20
CUST00119,28,Female,South,23496.72,2025-07-24
CUST00120,68,Female,Central,16878.31,2025-04-20
CUST00121,34,Female,East,30049.96,2023-07-24
CUST00122,25,Male,Central,18279.74,2021-11-11
CUST00123,52,Male,West,29582.13,2022-08-02
CUST00124,52,Female,North,15813.17,2025-06-18
CUST00125,50,Male,West,14556.56,2022-03-02
CUST00126,22,Female,West,40466.23,2025-03-30
CUST00127,59,Female,East,13275.99,2021-07-03
CUST00128,56,Male,North,36721.73,2023-05-31
CUST00129,58,Female,West,29525.67,2022-11-01
CUST00130,45,Female,East,23089.86,2020-10-29
CUST00131,24,Male,North,8549.92,2021-10-07
CUST00132,26,Female,South,46296.87,2023-03-21
CUST00133,25,Female,East,13802.16,2023-05-14
CUST00134,29,Female,Central,35474.76,2021-02-11
CUST00135,51,Female,North,15592.26,2021-12-25
CUST00136,50,Male,West,14979.21,2023-02-12
CUST00137,65,Female,West,30770.39,2023-11-07
CUST00138,72,Female,Central,28831.75,2025-06-13
CUST00139,40,Female,Central,12424.82,2021-09-05
CUST00140,41,Female,West,45178.63,2022-09-08
CUST00141,54,Male,North,19870.22,2020-10-21
CUST00142,52,Female,East,22798.83,2022-07-14
CUST00143,61,Male,Central,18986.08,2023-08-03
CUST00144,57,Male,Central,12690.62,2024-02-14
CUST00145,39,Male,Central,31812.43,2025-01-13
CUST00146,44,Other,South,25457.75,2023-06-09
CUST00147,52,Female,North,14727.29,2022-07-21
CUST00148,18,Female,North,35315.13,2022-06-21
CUST00149,52,Female,North,22638.75,2024-12-10
CUST00150,54,Female,North,22883.89,2021-10-09
CUST00151,64,Female,North,53544.02,2023-04-14
CUST00152,31,Female,West,9857.62,2024-09-13
CUST00153,20,Male,Central,9792.75,2021-12-01
CUST00154,18,Male,West,10959.89,2021-01-28
CUST00155,22,Female,South,26418.42,2023-03-22
CUST00156,43,Female,East,18406.85,2022-02-27
CUST00157,72,Male,Central,19153.23,2020-12-27
CUST00158,31,Male,South,13749.97,2025-07-07
CUST00159,56,Female,West,50646.51,2024-08-22
CUST00160,44,Male,East,59904.62,2025-06-22
CUST00161,26,Female,South,34525.46,2021-01-22
CUST00162,32,Other,East,10366.73,2021-08-01
CUST00163,32,Male,South,17266.98,2022-07-25
CUST00164,43,Male,West,33313.92,2023-02-21
CUST00165,59,Female,East,21527.48,2022-10-19
CUST00166,30,Female,South,34582.75,2025-06-19
CUST00167,68,Female,West,41105.93,2024-05-17
CUST00168,49,Other,Central,57159.33,2025-05-02
CUST00169,56,Male,West,15876.06,2020-08-03
CUST00170,66,Female,West,22940.12,2022-01-29
CUST00171,69,Female,Central,17669.91,2025-07-17
CUST00172,49,Female,West,8099.92,2025-07-09
CUST00173,21,Male,Central,31281.87,2021-08-22
CUST00174,47,Female,Central,29194.07,2024-05-19
CUST00175,54,Female,Central,16757.26,2021-04-08
CUST00176,40,Male,South,9906.76,2020-12-07
CUST00177,56,Male,East,18177.47,2024-01-28
CUST00178,62,Female,South,31747.31,2023-12-12
CUST00179,32,Male,Central,42987.58,2024-08-16
CUST00180,60,Male,East,15424.47,2021-01-13
CUST00181,46,Male,East,38324.63,2023-07-13
CUST00182,53,Female,Central,30068.56,2023-10-17
CUST00183,30,Female,East,27081.8,2022-05-23
CUST00184,49,Female,East,11535.95,2025-04-25
CUST00185,24,Male,South,11789.35,2025-05-09
CUST00186,68,Female,East,14539.25,2024-01-14
CUST00187,39,Female,Central,18709.87,2023-04-27
CUST00188,45,Female,North,54196.58,2022-07-14
CUST00189,19,Female,North,15817.66,2025-02-08
CUST00190,59,Male,North,32390.67,2022-05-26
CUST00191,62,Female,Central,17459.14,2023-10-27
CUST00192,74,Male,North,27899.21,2023-01-07
CUST00193,70,Female,South,21343.65,2022-11-28
CUST00194,23,Male,Central,24064.95,2020-08-26
CUST00195,45,Male,Central,26497.55,2023-07-09
CUST00196,45,Male,Central,19443.56,2023-03-12
CUST00197,61,Female,East,26561.87,2024-10-09
CUST00198,61,Male,East,40821.24,2025-05-14
CUST00199,37,Female,East,15107.44,2022-10-19
CUST00200,47,Male,West,39852.2,2025-02-08
CUST00201,28,Male,South,19291.09,2025-01-04
CUST00202,72,Female,Central,18297.21,2023-01-16
CUST00203,45,Male,Central,31250.16,2022-05-11
CUST00204,42,Male,East,18572.19,2022-08-26
CUST00205,56,Female,Central,25837.56,2022-09-05
CUST00206,50,Male,Central,24658.43,2021-03-30
CUST00207,18,Male,North,7771.79,2023-06-04
CUST00208,74,Male,Central,27140.78,2024-09-02
CUST00209,44,Female,West,10715.53,2022-03-24
CUST00210,74,Female,East,11131.78,2022-03-25
CUST00211,69,Female,South,26455.83,2025-05-27
CUST00212,30,Female,South,28804.73,2020-10-21
CUST00213,58,Male,North,40236.3,2020-09-02
CUST00214,20,Male,South,12775.9,2024-11-11
CUST00215,56,Female,South,15204.71,2023-08-22
CUST00216,23,Male,East,27783.09,2024-09-20
CUST00217,25,Male,East,40624.99,2023-02-01
CUST00218,44,Male,West,24247.95,2022-11-27
CUST00219,26,Male,North,14200.05,2024-02-28
CUST00220,54,Other,South,46779.88,2023-09-08
CUST00221,50,Male,West,19318.47,2021-07-24
CUST00222,68,Female,North,19621.86,2021-03-08
CUST00223,59,Male,South,10743.72,2022-09-03
CUST00224,61,Other,South,31635.77,2024-11-26
CUST00225,41,Male,East,33735.39,2023-04-08
CUST00226,32,Male,Central,15476.6,2025-06-08
CUST00227,71,Female,North,52870.64,2020-12-16
CUST00228,49,Female,South,16422.96,2021-04-21
CUST00229,49,Male,North,30110.44,2022-01-01
CUST00230,41,Male,West,24632.56,2021-04-13
CUST00231,58,Male,West,8000.2,2024-04-08
CUST00232,69,Male,Central,28910.26,2021-12-07
CUST00233,66,Male,South,27641.19,2023-06-13
CUST00234,66,Female,East,9107.09,2022-01-24
CUST00235,69,Male,South,47224.43,2020-08-25
CUST00236,29,Male,North,27697.41,2021-09-21
CUST00237,56,Female,West,40933.36,2024-08-15
CUST00238,19,Other,North,9338.92,2023-06-13
CUST00239,20,Female,Central,17939.92,2022-05-02
CUST00240,66,Male,West,39747.46,2023-03-26
CUST00241,54,Male,East,10055.29,2023-01-16
CUST00242,66,Female,West,18204.88,2023-10-28
CUST00243,73,Male,South,26990.78,2023-07-23
CUST00244,34,Male,South,8541.65,2025-04-23
CUST00245,66,Female,West,11376.5,2023-08-09
CUST00246,19,Female,Central,43960.29,2023-11-25
CUST00247,19,Female,South,22694.94,2021-04-20
CUST00248,45,Male,South,39669.98,2022-10-05
CUST00249,71,Male,East,24126.06,2025-06-29
CUST00250,40,Other,West,75203.14,2023-07-05
CUST00251,54,Male,South,27429.27,2023-04-09
CUST00252,49,Female,Central,41559.83,2022-11-06
CUST00253,50,Female,North,19476.36,2025-05-28
CUST00254,18,Female,West,24473.96,2023-05-18
CUST00255,36,Male,East,30361.64,2024-01-23
CUST00256,19,Male,South,32988.13,2020-12-26
CUST00257,70,Female,Central,21601.21,2022-11-14
CUST00258,61,Female,West,22056.71,2022-05-09
CUST00259,43,Female,Central,28309.7,2023-05-25
CUST00260,49,Male,Central,28300.41,2021-11-04
CUST00261,23,Male,East,13193.38,2025-04-12
CUST00262,49,Female,West,24648.73,2023-04-21
CUST00263,72,Female,South,25858.3,2021-09-14
CUST00264,21,Female,East,13518.86,2021-06-21
CUST00265,72,Male,South,34646.9,2021-04-16
CUST00266,28,Female,North,27075.17,2022-11-14
CUST00267,73,Female,Central,70638.08,2022-07-02
CUST00268,34,Female,North,21741.83,2025-01-23
CUST00269,55,Male,Central,38873.01,2024-10-21
CUST00270,41,Male,East,28841.27,2021-11-22
CUST00271,22,Female,South,57567.86,2021-05-24
CUST00272,69,Male,South,13561.76,2023-09-11
CUST00273,51,Male,East,17194.47,2024-08-16
CUST00274,23,Female,West,13796.17,2025-02-08
CUST00275,39,Male,North,21184.84,2025-07-04
CUST00276,28,Female,North,12552.03,2021-11-09
CUST00277,65,Male,South,10269.75,2023-12-03
CUST00278,33,Female,South,7580.15,2022-12-04
CUST00279,50,Other,South,7341.26,2024-05-07
CUST00280,26,Male,East,30582.89,2023-08-10
CUST00281,23,Male,West,17540.73,2020-11-17
CUST00282,33,Male,North,11886.09,2022-05-30
CUST00283,46,Male,Central,15842.64,2023-12-22
CUST00284,20,Female,East,16916.56,2024-12-13
CUST00285,37,Female,North,13598.3,2023-03-09
CUST00286,53,Male,West,49157.03,2025-06-25
CUST00287,36,Male,East,44730.66,2025-05-28
CUST00288,43,Male,North,48739.49,2021-11-11
CUST00289,20,Female,East,24091.11,2024-08-21
CUST00290,36,Male,North,25342.35,2022-05-23
CUST00291,37,Female,North,15893.94,2024-05-07
CUST00292,49,Female,West,14421.34,2024-08-28
CUST00293,24,Female,Central,22267.04,2023-07-23
CUST00294,69,Male,West,30521.24,2025-04-18
CUST00295,58,Female,North,40050.0,2022-08-27
CUST00296,50,Male,East,16764.28,2024-01-30
CUST00297,57,Male,West,11773.81,2023-02-26
CUST00298,56,Female,Central,31792.72,2023-03-24
CUST00299,35,Female,North,8874.42,2025-07-02
CUST00300,57,Male,West,21598.84,2024-10-19
CUST00301,18,Male,West,23032.29,2021-07-02
CUST00302,28,Male,West,18226.03,2023-10-13
CUST00303,45,Male,West,10171.83,2024-12-15
CUST00304,74,Male,East,18346.51,2021-08-26
CUST00305,42,Male,Central,50074.7,2022-08-12
CUST00306,67,Male,Central,29609.8,2022-03-08
CUST00307,40,Female,North,39373.86,2024-07-12
CUST00308,48,Female,South,11984.86,2021-05-06
CUST00309,47,Female,East,25030.59,2023-11-08
CUST00310,59,Male,North,23021.19,2024-04-25
CUST00311,52,Female,North,23245.17,2023-01-16
CUST00312,24,Female,West,29083.4,2025-01-30
CUST00313,33,Female,South,23710.22,2021-09-14
CUST00314,43,Female,South,12152.26,2020-09-01
CUST00315,65,Female,East,29930.31,2024-11-13
CUST00316,74,Female,South,33538.26,2020-10-27
CUST00317,69,Male,North,42605.54,2022-09-30
CUST00318,66,Female,South,43557.03,2021-05-20
CUST00319,19,Female,South,27951.23,2021-11-21
CUST00320,18,Female,Central,12438.87,2025-04-10
CUST00321,65,Female,North,10252.82,2021-10-02
CUST00322,29,Male,South,19662.2,2022-06-17
CUST00323,22,Male,South,34882.32,2025-03-24
CUST00324,54,Female,West,33776.4,2022-07-29
CUST00325,49,Female,South,25260.56,2024-06-24
CUST00326,72,Female,South,21627.49,2021-02-13
CUST00327,26,Male,Central,57060.51,2024-12-27
CUST00328,58,Male,North,29349.06,2024-04-23
CUST00329,52,Female,East,21085.98,2021-03-10
CUST00330,36,Female,North,15951.04,2023-03-08
CUST00331,65,Female,West,13302.37,2022-01-19
CUST00332,33,Male,North,12663.36,2024-09-15
CUST00333,20,Female,South,13303.11,2022-12-17
CUST00334,37,Male,West,25348.53,2021-09-07
CUST00335,41,Female,North,21828.36,2021-06-17
CUST00336,71,Male,West,18714.29,2023-10-10
CUST00337,73,Male,East,31832.37,2025-07-26
CUST00338,50,Female,North,54425.47,2023-01-24
CUST00339,41,Female,South,14593.43,2022-09-20
CUST00340,69,Male,West,15722.64,2021-02-11
CUST00341,28,Female,Central,7269.73,2023-01-23
CUST00342,66,Male,West,21738.38,2020-12-17
CUST00343,25,Male,Central,20664.86,2021-07-03
CUST00344,53,Male,South,34420.07,2021-08-24
CUST00345,55,Male,East,21090.83,2022-02-06
CUST00346,57,Female,Central,16414.91,2024-04-27
CUST00347,37,Male,East,24254.15,2021-04-30
CUST00348,52,Female,West,29101.19,2023-12-26
CUST00349,65,Female,South,9809.78,2023-10-23
CUST00350,42,Male,Central,36440.84,2021-03-18
CUST00351,52,Female,West,42325.77,2024-06-18
CUST00352,42,Male,North,28961.64,2021-04-14
CUST00353,46,Female,West,13804.12,2021-02-15
CUST00354,35,Male,East,18713.24,2022-05-09
CUST00355,63,Male,South,39792.64,2022-03-20
CUST00356,35,Male,South,13506.0,2023-09-06
CUST00357,19,Male,West,30161.51,2023-01-04
CUST00358,71,Male,North,21474.34,2024-05-05
CUST00359,52,Female,East,23863.29,2023-01-20
CUST00360,33,Female,West,14503.05,2023-08-23
CUST00361,58,Female,West,25986.49,2020-11-29
CUST00362,53,Female,South,25072.77,2023-11-21
CUST00363,50,Male,East,10355.99,2021-06-04
CUST00364,21,Male,North,21977.58,2022-06-26
CUST00365,50,Male,South,29939.94,2022-09-07
CUST00366,31,Male,West,18166.93,2022-03-01
CUST00367,38,Female,South,6477.79,2024-03-14
CUST00368,65,Female,South,20797.57,2021-04-09
CUST00369,37,Male,Central,45854.75,2023-09-07
CUST00370,73,Male,South,18541.47,2023-05-12
CUST00371,25,Female,South,44995.85,2023-02-14
CUST00372,24,Female,East,14673.83,2023-10-26
CUST00373,20,Male,South,12326.6,2022-02-02
CUST00374,34,Female,North,21970.34,2022-11-27
CUST00375,50,Female,West,14599.04,2021-02-15
CUST00376,65,Male,East,25976.01,2025-06-25
CUST00377,29,Male,South,18282.77,2020-08-15
CUST00378,68,Female,North,46025.85,2023-01-03
CUST00379,39,Female,West,17661.92,2021-06-11
CUST00380,72,Female,East,23037.27,2023-11-29
CUST00381,39,Male,North,29678.19,2022-12-29
CUST00382,63,Male,South,35530.9,2020-10-15
CUST00383,47,Female,Central,46157.8,2024-01-14
CUST00384,55,Female,Central,19585.96,2022-04-06
CUST00385,55,Male,East,18039.98,2022-10-20
CUST00386,62,Female,North,8459.47,2021-09-26
CUST00387,68,Female,West,61135.97,2024-07-29
CUST00388,71,Female,North,26383.18,2022-12-03
CUST00389,25,Female,Central,32077.3,2024-11-07
CUST00390,44,Female,East,29081.7,2024-02-17
CUST00391,44,Male,South,22578.82,2023-03-05
CUST00392,51,Female,North,26243.57,2021-11-20
CUST00393,38,Male,Central,16650.05,2022-11-11
CUST00394,47,Female,West,18938.47,2023-07-11
CUST00395,50,Male,East,13696.52,2025-04-06
CUST00396,45,Female,South,47983.96,2024-03-06
CUST00397,64,Male,North,29165.46,2023-06-08
CUST00398,50,Male,West,59165.05,2022-06-30
CUST00399,22,Male,South,69438.14,2021-12-10
CUST00400,65,Male,Central,10915.31,2022-02-08
CUST00401,36,Female,Central,36048.27,2021-02-15
CUST00402,21,Female,West,11170.35,2021-02-15
CUST00403,52,Female,Central,24069.69,2023-01-23
CUST00404,66,Male,East,25780.27,2022-06-30
CUST00405,34,Male,West,11572.85,2024-04-28
CUST00406,61,Male,Central,15233.33,2024-08-02
CUST00407,45,Male,North,26375.1,2024-06-13
CUST00408,47,Female,Central,24056.26,2023-09-16
CUST00409,46,Male,East,13237.57,2023-07-21
CUST00410,63,Male,South,15537.08,2025-03-25
CUST00411,70,Male,South,10449.19,2021-11-13
CUST00412,23,Male,Central,12070.72,2020-09-18
CUST00413,52,Female,South,18293.29,2022-12-03
CUST00414,58,Female,Central,36088.39,2021-03-02
CUST00415,54,Male,East,38450.1,2024-08-24
CUST00416,41,Male,South,55089.72,2020-10-22
CUST00417,46,Male,North,27231.57,2025-02-26
CUST00418,66,Male,Central,24200.81,2023-01-08
CUST00419,63,Male,South,28213.99,2025-01-30
CUST00420,70,Female,East,28079.02,2025-01-10
CUST00421,48,Female,East,9815.75,2022-09-03
CUST00422,52,Female,North,56638.07,2020-12-09
CUST00423,50,Male,East,8387.77,2021-07-09
CUST00424,69,Male,East,39119.69,2023-05-08
CUST00425,38,Female,South,22656.31,2021-05-07
CUST00426,49,Female,Central,12775.08,2024-12-10
CUST00427,40,Female,West,28729.71,2024-06-13
CUST00428,50,Male,East,20763.06,2024-04-23
CUST00429,20,Female,East,15657.9,2022-12-08
CUST00430,35,Male,West,11039.79,2023-10-11
CUST00431,42,Female,East,10585.56,2024-08-24
CUST00432,59,Female,South,16228.83,2025-05-21
CUST00433,48,Female,South,18151.45,2024-11-11
CUST00434,71,Male,West,12024.83,2024-08-16
CUST00435,20,Female,East,22454.36,2022-09-15
CUST00436,57,Male,East,12912.25,2023-09-28
CUST00437,63,Male,Central,26373.38,2022-10-10
CUST00438,41,Male,East,40769.51,2024-12-25
CUST00439,67,Female,South,25455.5,2024-01-03
CUST00440,49,Male,North,21016.91,2024-06-29
CUST00441,64,Male,North,16857.51,2024-05-02
CUST00442,39,Female,North,45390.1,2022-09-08
CUST00443,40,Male,North,19995.09,2021-01-23
CUST00444,19,Female,East,76505.04,2023-03-30
CUST00445,44,Male,East,12191.35,2023-02-15
CUST00446,59,Male,Central,25462.29,2022-04-08
CUST00447,19,Female,East,44638.94,2025-06-03
CUST00448,43,Male,North,15598.53,2023-05-02
CUST00449,34,Male,West,19573.62,2021-03-16
CUST00450,57,Female,West,30123.87,2024-12-26
CUST00451,50,Female,South,26740.78,2021-10-03
CUST00452,26,Female,South,29139.49,2022-06-27
CUST00453,60,Male,East,39345.2,2023-04-04
CUST00454,71,Male,West,18520.3,2022-04-10
CUST00455,65,Female,North,45184.66,2025-05-27
CUST00456,56,Female,North,9320.7,2020-09-25
CUST00457,46,Female,North,37749.17,2021-02-13
CUST00458,59,Female,East,39089.25,2021-03-01
CUST00459,72,Female,East,14954.46,2024-10-18
CUST00460,43,Female,Central,10664.57,2021-06-22
CUST00461,52,Male,North,19612.38,2021-06-09
CUST00462,67,Female,North,26954.39,2024-10-30
CUST00463,42,Male,East,18628.55,2024-09-09
CUST00464,41,Male,East,28310.02,2021-03-03
CUST00465,30,Female,Central,58039.08,2023-02-15
CUST00466,24,Female,Central,11132.72,2024-04-08
CUST00467,74,Male,South,8291.18,2022-11-12
CUST00468,53,Male,West,21276.35,2024-06-14
CUST00469,62,Male,North,15676.46,2025-02-27
CUST00470,37,Female,North,17323.9,2022-10-31
CUST00471,18,Female,Central,41500.33,2023-10-27
CUST00472,25,Male,Central,20737.35,2022-10-04
CUST00473,63,Male,South,21709.44,2023-03-26
CUST00474,33,Female,West,17704.98,2024-07-11
CUST00475,31,Male,South,21603.26,2024-12-24
CUST00476,29,Female,West,25191.22,2024-09-17
CUST00477,68,Other,North,88636.06,2024-02-17
CUST00478,40,Male,South,25332.13,2022-02-03
CUST00479,32,Female,Central,39393.16,2024-12-23
CUST00480,45,Male,South,24178.03,2022-03-10
CUST00481,51,Male,South,7991.27,2024-04-02
CUST00482,19,Female,North,16588.49,2023-10-29
CUST00483,49,Male,Central,25322.67,2024-03-29
CUST00484,40,Other,Central,31625.13,2024-08-14
CUST00485,39,Female,East,24467.83,2020-11-22
CUST00486,68,Male,East,34897.68,2022-03-13
CUST00487,42,Male,East,10614.83,2021-03-26
CUST00488,39,Male,North,22570.44,2021-02-04
CUST00489,39,Male,South,42786.65,2021-01-29
CUST00490,66,Male,Central,13551.06,2024-10-15
CUST00491,69,Male,Central,38572.53,2021-05-07
CUST00492,59,Male,South,37588.51,2022-03-06
CUST00493,23,Female,Central,11866.66,2024-04-09
CUST00494,32,Female,South,26080.4,2021-09-03
CUST00495,71,Female,North,23846.84,2022-01-16
CUST00496,60,Male,North,20167.32,2025-04-26
CUST00497,54,Male,North,10265.62,2025-03-20
CUST00498,50,Female,South,19311.77,2022-07-14
CUST00499,25,Female,South,20370.68,2022-03-11
CUST00500,70,Male,West,9422.44,2023-10-04
CUST00501,61,Female,Central,11469.24,2021-08-05
CUST00502,61,Female,Central,13856.4,2022-08-26
CUST00503,22,Female,West,13041.07,2024-06-24
CUST00504,56,Male,West,25929.46,2025-07-22
CUST00505,21,Female,North,34743.76,2021-03-18
CUST00506,23,Female,West,18858.68,2021-11-22
CUST00507,62,Female,South,32310.41,2022-01-16
CUST00508,49,Female,East,35462.97,2024-11-28
CUST00509,69,Female,South,21106.86,2020-08-30
CUST00510,47,Female,West,27011.61,2023-08-02
CUST00511,64,Male,Central,19699.08,2023-06-10
CUST00512,52,Female,South,12563.93,2024-04-05
CUST00513,72,Female,Central,15163.1,2021-05-14
CUST00514,57,Female,South,25927.88,2023-10-26
CUST00515,69,Male,Central,20729.96,2021-04-06
CUST00516,33,Male,South,31843.43,2022-01-22
CUST00517,30,Female,Central,8574.14,2020-11-13
CUST00518,67,Female,East,9669.33,2024-02-22
CUST00519,59,Female,North,10258.76,2025-05-01
CUST00520,47,Female,South,23940.49,2023-07-11
CUST00521,36,Female,East,11058.43,2020-12-21
CUST00522,34,Female,North,25849.97,2020-08-21
CUST00523,73,Female,South,32096.59,2020-12-30
CUST00524,36,Female,East,47010.44,2025-07-24
CUST00525,45,Female,East,44487.07,2022-10-15
CUST00526,72,Male,East,15557.38,2025-01-25
CUST00527,43,Male,West,9558.45,2025-07-05
CUST00528,54,Female,Central,16059.07,2025-04-05
CUST00529,43,Male,North,35897.32,2022-07-20
CUST00530,70,Male,Central,18126.95,2024-07-28
CUST00531,40,Male,Central,21760.24,2021-07-08
CUST00532,26,Male,Central,16670.89,2021-07-02
CUST00533,29,Male,East,48562.23,2021-12-09
CUST00534,70,Male,Central,13263.48,2025-02-10
CUST00535,18,Female,West,22774.18,2023-06-28
CUST00536,18,Female,South,38335.03,2024-07-31
CUST00537,64,Male,East,55313.64,2024-05-12
CUST00538,51,Male,North,15562.18,2022-05-22
CUST00539,49,Female,South,35610.75,2023-03-12
CUST00540,71,Male,South,16056.48,2021-10-03
CUST00541,65,Female,South,43852.19,2021-07-31
CUST00542,42,Female,Central,52299.05,2023-03-21
CUST00543,57,Female,Central,14117.95,2022-05-18
CUST00544,62,Male,East,30538.14,2022-04-20
CUST00545,70,Female,Central,38431.91,2023-08-12
CUST00546,18,Male,Central,19012.77,2022-08-29
CUST00547,33,Female,Central,28965.4,2024-09-24
CUST00548,56,Female,East,29732.88,2022-12-07
CUST00549,22,Male,East,60163.74,2025-01-24
CUST00550,39,Male,West,8221.43,2021-06-28
CUST00551,46,Male,West,21419.21,2024-06-14
CUST00552,72,Female,West,11788.42,2024-11-01
CUST00553,20,Male,West,22178.95,2021-06-15
